disclosure_year,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd
2022,3/3/2022,2/28/2022,joint,UNH,UnitedHealth Group Incorporated Common Stock,sale_full,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020354.pdf,FALSE
2022,3/3/2022,2/28/2022,joint,VZ,Verizon Communications inc,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020354.pdf,FALSE
2022,3/3/2022,2/28/2022,joint,V,Visa Inc,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020354.pdf,FALSE
2022,3/3/2022,2/28/2022,joint,DIS,Walt Disney Company,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020354.pdf,FALSE
2022,3/3/2022,2/9/2022,,BRK.B,Berkshire Hathaway Inc New,purchase,"$15,001 - $50,000",Hon. Michael C. Burgess,TX26,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020545.pdf,FALSE
2022,3/3/2022,2/9/2022,,F,Ford Company,purchase,"$1,001 - $15,000",Hon. Michael C. Burgess,TX26,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020545.pdf,FALSE
2022,3/3/2022,2/14/2022,,ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,purchase,"$15,001 - $50,000",Hon. Mark Dr Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020501.pdf,FALSE
2022,3/3/2022,2/18/2022,,ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,purchase,"$1,001 - $15,000",Hon. Mark Dr Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020501.pdf,FALSE
2022,3/3/2022,2/18/2022,,ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,purchase,"$1,001 - $15,000",Hon. Mark Dr Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020501.pdf,FALSE
2022,3/3/2022,2/9/2022,self,SNV,Synovus Financial Group,purchase,"$1,001 - $15,000",Hon. Greg Steube,FL17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020396.pdf,FALSE
2022,3/3/2022,2/8/2022,self,SNV,Synovus Financial Group,purchase,"$1,001 - $15,000",Hon. Greg Steube,FL17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020396.pdf,FALSE
2022,3/3/2022,2/23/2022,self,SNV,Synovus Financial Group,purchase,"$1,001 - $15,000",Hon. Greg Steube,FL17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020396.pdf,FALSE
2022,3/3/2022,3/10/2021,self,SNV,Synovus Financial Group,sale_partial,"$1,001 - $15,000",Hon. Greg Steube,FL17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020396.pdf,FALSE
2022,3/3/2022,10/1/2018,,MO,Altria Group Inc,sale_full,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,11/4/2018,,AAPL,Apple Inc,purchase,"$15,001 - $50,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,12/19/2018,,AAPL,Apple Inc,purchase,"$15,001 - $50,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,9/17/2019,,BLK,BlackRock Inc,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,10/17/2019,,BLK,BlackRock Inc,sale_full,"$15,001 - $50,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,3/5/2019,,BA,Boeing Company,sale_full,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,4/17/2018,,BA,Boeing Company,purchase,"$15,001 - $50,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,12/6/2017,,CAT,Caterpillar Inc,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,10/1/2018,,CAT,Caterpillar Inc,purchase,"$15,001 - $50,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,1/29/2019,,CAT,Caterpillar Inc,purchase,"$15,001 - $50,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,10/1/2018,,CSCO,Cisco Systems Inc,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,10/1/2018,,C,CitiGroup Inc,purchase,"$15,001 - $50,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,4/30/2018,,CTRL,Control4 Corporation,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,6/27/2018,,CRTL,Control4 Corporation,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,10/2/2018,,CTRL,Control4 Corporation,purchase,"$15,001 - $50,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,10/11/2018,,CTRL,Control4 Corporation,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,10/15/2018,,CTRL,Control4 Corporation,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,1/8/2019,,CTRL,Control4 Corporation,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,10/1/2018,,CTRL,Control4 Corporation,purchase,"$15,001 - $50,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,7/29/2019,,GLW,Corning Incorporated,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,7/30/2019,,GLW,Corning Incorporated,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,11/15/2019,,GLW,Corning Incorporated,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,3/5/2021,,GE,General Electric Company,purchase,"$15,001 - $50,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,5/8/2018,,GE,General Electric Company,sale_full,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,10/1/2018,,INTC,Intel Corporation,purchase,"$15,001 - $50,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,6/27/2018,,IBM,International Business Machines Corporation,sale_full,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,9/5/2017,,SUP,Superior Industries International Inc Common Stock,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,6/27/2018,,VZ,Verizon Communications Inc,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,10/1/2018,,VZ,Verizon Communications Inc,purchase,"$1,001 - $15,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2022,3/3/2022,10/1/2018,,WM,Waste Management Inc,purchase,"$15,001 - $50,000",Hon. Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020552.pdf,FALSE
2021,2/19/2021,1/21/2021,joint,AMD,"Advanced Micro Devices, Inc.",purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/20/2021,joint,GOOG,Alphabet Inc. - Class C Capital Stock,sale_full,"$15,001 - $50,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,TRUE
2021,2/19/2021,1/20/2021,self,GOOG,Alphabet Inc. - Class C Capital Stock,sale_full,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,TRUE
2021,2/19/2021,1/20/2021,self,AMZN,"Amazon.com, Inc.",sale_full,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,TRUE
2021,2/19/2021,1/20/2021,joint,AMZN,"Amazon.com, Inc.",sale_full,"$15,001 - $50,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,TRUE
2021,2/19/2021,1/20/2021,joint,AAPL,Apple Inc.,sale_full,"$15,001 - $50,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,TRUE
2021,2/19/2021,1/20/2021,self,AAPL,Apple Inc.,sale_full,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,TRUE
2021,2/19/2021,1/21/2021,joint,BOA,Bank of America Corporation,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/22/2021,self,Broadcom Inc.,AVGO,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/21/2021,joint,CAT,"Caterpillar, Inc.",purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/22/2021,self,KO,Coca-Cola Company,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/21/2021,joint,CRSP,CRISPR Therapeutics AG-Common Shares,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/21/2021,joint,DKNG,DraftKings Inc.,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/20/2021,self,FB,"Facebook, Inc. - Class A",sale_full,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,TRUE
2021,2/19/2021,1/20/2021,joint,FB,"Facebook, Inc. - Class A",sale_full,"$15,001 - $50,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,TRUE
2021,2/19/2021,1/21/2021,joint,GILD,"Gilead Sciences, Inc.",purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/22/2021,self,GS,"Goldman Sachs Group, Inc.",purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/21/2021,joint,SJM,J.M. Smucker Company,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/21/2021,joint,LMT,Lockheed Martin Corporation,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/21/2021,joint,LULU,lululemon athletica inc.,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/22/2021,self,LULU,lululemon athletica inc.,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,2/5/2021,joint,MJNA,"Medical Marijuana, Inc.",sale_full,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,TRUE
2021,2/19/2021,1/22/2021,self,PAGS,PagSeguro Digital Ltd. Class A Common Shares,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/21/2021,joint,PAGS,PagSeguro Digital Ltd. Class A Common Shares,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/22/2021,self,PENN,"Penn National Gaming, Inc.",purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/21/2021,joint,PENN,"Penn National Gaming, Inc.",purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/21/2021,joint,NOW,"ServiceNow, Inc.",purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/22/2021,self,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/22/2021,self,TSLA,"Tesla, Inc.",purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/21/2021,joint,WMT,Walmart Inc.,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,1/21/2021,joint,SFTBY,Softbank Corp Unsponsored ADR,purchase,"$1,001 - $15,000",Mrs. Marjorie Taylor Greene,GA14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,FALSE
2021,2/19/2021,2/12/2021,,--,UNC Charlotte General Revenue Bonds,purchase,"$1,001 - $15,000",Hon. David E. Price,NC04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018253.pdf,FALSE
2021,2/19/2021,1/13/2021,--,AXP,American Express Corporation,purchase,"$1,001 - $15,000",Hon. John A. Yarmuth,KY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018244.pdf,FALSE
2021,2/19/2021,2/12/2021,,ARNA,"Arena Pharmaceuticals, Inc.",purchase,"$1,001 - $15,000",Hon. John A. Yarmuth,KY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018244.pdf,FALSE
2021,2/19/2021,2/12/2021,,ACB,Aurora Cannabis Inc. Common Shares,purchase,"$1,001 - $15,000",Hon. John A. Yarmuth,KY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018244.pdf,FALSE
2021,2/19/2021,2/12/2021,,CGC,Canopy Growth Corporation - Common Shares,purchase,"$1,001 - $15,000",Hon. John A. Yarmuth,KY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018244.pdf,FALSE
2021,2/19/2021,1/28/2021,,CTAS,Cintas Corporation,purchase,"$1,001 - $15,000",Hon. John A. Yarmuth,KY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018244.pdf,FALSE
2021,2/19/2021,1/28/2021,,COST,Costco Wholesale Corporation,sale_partial,"$1,001 - $15,000",Hon. John A. Yarmuth,KY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018244.pdf,TRUE
2021,2/19/2021,2/12/2021,--,CRON,Cronos Group Inc. - Common Share,purchase,"$1,001 - $15,000",Hon. John A. Yarmuth,KY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018244.pdf,FALSE
2021,2/19/2021,1/11/2021,,ICE,Intercontinental Exchange Inc.,sale_full,"$1,001 - $15,000",Hon. John A. Yarmuth,KY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018244.pdf,TRUE
2021,2/19/2021,1/28/2021,,MA,Mastercard Incorporated,sale_partial,"$1,001 - $15,000",Hon. John A. Yarmuth,KY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018244.pdf,TRUE
2021,2/19/2021,2/12/2021,,TLRY,"Tilray, Inc. - Class 2",purchase,"$1,001 - $15,000",Hon. John A. Yarmuth,KY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018244.pdf,FALSE
2021,2/19/2021,1/28/2021,,V,Visa Inc.,sale_partial,"$1,001 - $15,000",Hon. John A. Yarmuth,KY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018244.pdf,TRUE
2020,7/3/2020,6/24/2020,joint,ASML,ASML Holding N.V. - New York Registry Shares,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016885.pdf,FALSE
2020,7/3/2020,6/2/2020,joint,TDDXX,BLF FedFund,sale_full,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016885.pdf,FALSE
2020,7/3/2020,6/24/2020,joint,TDDXX,BLF FedFund,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016885.pdf,FALSE
2020,7/3/2020,6/1/2020,joint,TDDXX,BLF FedFund,purchase,"$50,001 - $100,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016885.pdf,FALSE
2020,7/3/2020,6/24/2020,joint,FLIR,"FLIR Systems, Inc.",sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016885.pdf,FALSE
2020,7/3/2020,6/1/2020,joint,--,Twin Rivers CA V-A 06/01/41,sale_full,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016885.pdf,FALSE
2020,7/3/2020,6/1/2020,joint,--,Wise County VA V-A 1.875% 11/01/40,purchase,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016885.pdf,FALSE
2020,5/6/2020,4/27/2020,self,SH,ProShares Short S&P500,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016551.pdf,FALSE
2020,5/6/2020,4/27/2020,self,SH,ProShares Short S&P500,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016551.pdf,FALSE
2020,5/6/2020,4/29/2020,self,SH,ProShares Short S&P500,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016551.pdf,FALSE
2020,5/6/2020,4/29/2020,self,SH,ProShares Short S&P500,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016551.pdf,FALSE
2020,5/6/2020,4/27/2020,self,SH,ProShares Short S&P500,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016552.pdf,FALSE
2020,5/6/2020,4/29/2020,self,SH,ProShares Short S&P500,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016552.pdf,FALSE
2020,5/6/2020,4/29/2020,self,SH,ProShares Short S&P500,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016552.pdf,FALSE
2020,5/6/2020,4/29/2020,self,SH,ProShares Short S&P500,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016552.pdf,FALSE
2020,5/6/2020,4/27/2020,self,SH,ProShares Short S&P500,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016553.pdf,FALSE
2020,5/6/2020,4/27/2020,self,SH,ProShares Short S&P500,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016553.pdf,FALSE
2020,5/6/2020,4/29/2020,self,SH,ProShares Short S&P500,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016553.pdf,FALSE
2020,5/6/2020,4/29/2020,self,SH,ProShares Short S&P500,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016553.pdf,FALSE
2020,1/5/2020,12/3/2019,,--,US Treasury bond,sale_full,"$1,001 - $15,000",Hon. Peter Welch,VT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013855.pdf,FALSE
2021,5/19/2021,5/10/2021,,FDN,First Trust DJ Internet Index Fund,sale_partial,"$15,001 - $50,000",Hon. Michael K. Simpson,ID02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018773.pdf,FALSE
2022,6/6/2022,5/16/2022,,PG,Procter & Gamble Company,purchase,"$1,001 - $15,000",Hon. Lloyd Doggett,TX35,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021153.pdf,FALSE
2022,6/6/2022,5/27/2022,joint,AMZN,Amazon.com Inc,purchase,"$1,001 - $15,000",Hon. Kathy Manning,NC06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021045.pdf,FALSE
2022,6/6/2022,5/27/2022,joint,AMT,American Tower Corporation,sale_partial,"$15,001 - $50,000",Hon. Kathy Manning,NC06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021045.pdf,FALSE
2022,6/6/2022,5/27/2022,joint,ASML,ASML Holding NV New York Registry Shares,purchase,"$1,001 - $15,000",Hon. Kathy Manning,NC06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021045.pdf,FALSE
2022,6/6/2022,5/27/2022,joint,CME,CME Group Inc - Class A,sale_partial,"$1,001 - $15,000",Hon. Kathy Manning,NC06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021045.pdf,FALSE
2022,6/6/2022,5/27/2022,joint,EL,Estee Lauder Companies Inc,purchase,"$1,001 - $15,000",Hon. Kathy Manning,NC06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021045.pdf,FALSE
2022,6/6/2022,5/27/2022,joint,NOW,ServiceNow Inc,purchase,"$15,001 - $50,000",Hon. Kathy Manning,NC06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021045.pdf,FALSE
2022,6/6/2022,5/27/2022,joint,V,Visa Inc,sale_partial,"$1,001 - $15,000",Hon. Kathy Manning,NC06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021045.pdf,FALSE
2021,12/29/2021,9/28/2021,,ORCC,Owl Rock Capital Corporation,purchase,"$50,001 - $100,000",Hon. Patrick Fallon,TX04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020096.pdf,FALSE
2021,12/29/2021,11/30/2021,,ORCC,Owl Rock Capital Corporation,purchase,"$50,001 - $100,000",Hon. Patrick Fallon,TX04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020096.pdf,FALSE
2021,12/29/2021,11/15/2021,,PYPL,PayPal Holdings Inc,purchase,"$100,001 - $250,000",Hon. Patrick Fallon,TX04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020096.pdf,FALSE
2021,12/29/2021,11/15/2021,,PYPL,PayPal Holdings Inc,purchase,"$100,001 - $250,000",Hon. Patrick Fallon,TX04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020096.pdf,FALSE
