last_name,first_name,middle_name,suffix,full_name,birthday,gender,type,state,party,district
Durenberger,David,Ferdinand,,,1934-08-19,M,sen,MN,Republican,
Dyson,Royden,Patrick,,,1948-11-15,M,rep,MD,Democrat,1.0
Fauntroy,Walter,Edward,,,1933-02-06,M,rep,DC,Democrat,0.0
Flippo,Ronnie,Gene,,,1937-08-15,M,rep,AL,Democrat,5.0
Florio,James,Joseph,,,1937-08-29,M,rep,NJ,Democrat,1.0
Frenzel,William,Eldridge,,,1928-07-31,M,rep,MN,Republican,3.0
Garcia,Robert,,,,1933-01-09,M,rep,NY,Democrat,18.0
Grant,James,William,,,1943-09-21,M,rep,FL,Republican,2.0
Heinz,Henry,John,III,,1938-10-23,M,sen,PA,Republican,
Hiler,John,Patrick,,,1953-04-24,M,rep,IN,Republican,3.0
Kastenmeier,Robert,William,,,1924-01-24,M,rep,WI,Democrat,2.0
Leath,James,Marvin,,,1931-05-06,M,rep,TX,Democrat,11.0
Leland,George,Thomas,,,1944-11-27,M,rep,TX,Democrat,18.0
Luken,Thomas,Andrew,,,1925-07-09,M,rep,OH,Democrat,1.0
Lukens,Donald,Edgar,,,1931-02-11,M,rep,OH,Republican,8.0
Martin,Lynn,Morley,,,1939-12-26,F,rep,IL,Republican,16.0
Mitchell,George,John,,,1933-08-20,M,sen,ME,Democrat,
Molinari,Guy,Victor,,,1928-11-23,M,rep,NY,Republican,14.0
Morrison,Bruce,Andrew,,,1944-10-08,M,rep,CT,Democrat,3.0
Nielson,Howard,Curtis,,,1924-09-12,M,rep,UT,Republican,3.0
Parris,Stanford,E.,,,1929-09-09,M,rep,VA,Republican,8.0
Pashayan,Charles,,Jr.,,1941-03-27,M,rep,CA,Republican,17.0
Riegle,Donald,Wayne,Jr.,,1938-02-04,M,sen,MI,Democrat,
Robinson,Tommy,Franklin,,,1942-03-07,M,rep,AR,Republican,2.0
Rowland,John,,,,1957-05-24,M,rep,CT,Republican,5.0
Saiki,Patricia,Fukuda,,,1930-05-28,F,rep,HI,Republican,1.0
Sasser,James,Ralph,,,1936-09-30,M,sen,TN,Democrat,
Schneider,Claudine,,,,1947-03-25,F,rep,RI,Republican,2.0
Schuette,Bill,,,,1953-10-13,M,rep,MI,Republican,10.0
Shumway,Norman,David,,,1934-07-28,M,rep,CA,Republican,14.0
Smith,Dennis,Alan,,,1938-01-19,M,rep,OR,Republican,5.0
Smith,Larkin,I.,,,1944-06-26,M,rep,MS,Republican,5.0
Smith,Peter,P.,,,1945-10-31,M,rep,VT,Republican,0.0
Stangeland,Arlan,Ingehart,,,1930-02-08,M,rep,MN,Republican,7.0
Tauke,Thomas,Joseph,,,1950-10-11,M,rep,IA,Republican,2.0
Walgren,Douglas,,,,1940-12-28,M,rep,PA,Democrat,18.0
Wallop,Malcolm,,,,1933-02-27,M,sen,WY,Republican,
Whittaker,Robert,Russell,,,1939-09-18,M,rep,KS,Republican,5.0
Wilson,Pete,,,,1933-08-23,M,sen,CA,Republican,
Wright,James,Claude,Jr.,,1922-12-22,M,rep,TX,Democrat,12.0
Bush,George,Herbert Walker,,,1924-06-12,M,rep,TX,Republican,7.0
Alexander,William,Vollie,Jr.,,1934-01-16,M,rep,AR,Democrat,1.0
Anthony,Beryl,Franklin,Jr.,,1938-02-21,M,rep,AR,Democrat,4.0
Atkins,Chester,Greenough,,,1948-04-14,M,rep,MA,Democrat,5.0
AuCoin,Les,,,,1942-10-21,M,rep,OR,Democrat,1.0
Barnard,Druie,Douglas,Jr.,,1922-03-20,M,rep,GA,Democrat,10.0
Bartlett,Harry,Stephen,,,1947-09-19,M,rep,TX,Republican,3.0
Blaz,Ben,Garrido,,,1928-02-14,M,rep,GU,Republican,0.0
Boren,David,Lyle,,,1941-04-21,M,sen,OK,Democrat,
Bradley,William,Warren,,,1943-07-28,M,sen,NJ,Democrat,
Broomfield,William,S.,,,1922-04-28,M,rep,MI,Republican,18.0
Brown,George,Hanks,,,1940-02-12,M,sen,CO,Republican,
Bruce,Terry,Lee,,,1944-03-25,M,rep,IL,Democrat,19.0
Bustamante,Albert,Garza,,,1935-04-08,M,rep,TX,Democrat,23.0
Byron,Beverly,Barton Butcher,,,1932-07-27,F,rep,MD,Democrat,6.0
Chandler,Rodney,Dennis,,,1942-07-13,M,rep,WA,Republican,8.0
Cohen,William,Sebastian,,,1940-08-28,M,sen,ME,Republican,
Coleman,Earl,Thomas,,,1943-05-29,M,rep,MO,Republican,6.0
Colorado,Antonio,J.,,,1939-09-08,M,rep,PR,Democrat,0.0
Coughlin,Robert,Lawrence,,,1929-04-11,M,rep,PA,Republican,13.0
Cox,John,W.,Jr.,,1947-07-10,M,rep,IL,Democrat,16.0
Dannemeyer,William,Edwin,,,1929-09-22,M,rep,CA,Republican,39.0
Davis,Robert,William,,,1932-07-31,M,rep,MI,Republican,11.0
Dickinson,William,Louis,,,1925-06-05,M,rep,AL,Republican,2.0
Donnelly,Brian,Joseph,,,1946-03-02,M,rep,MA,Democrat,11.0
Downey,Thomas,Joseph,,,1949-01-28,M,rep,NY,Democrat,2.0
Dymally,Mervyn,Malcolm,,,1926-05-12,M,rep,CA,Democrat,31.0
Early,Joseph,Daniel,,,1933-01-31,M,rep,MA,Democrat,3.0
Eckart,Dennis,Edward,,,1950-04-06,M,rep,OH,Democrat,11.0
Edwards,Marvin,Henry,,,1937-07-12,M,rep,OK,Republican,5.0
Erdreich,Ben,,,,1938-12-09,M,rep,AL,Democrat,6.0
Feighan,Edward,Farrell,,,1947-10-22,M,rep,OH,Democrat,19.0
Fuster,Jaime,B.,,,1941-01-12,M,rep,PR,Democrat,0.0
Gaydos,Joseph,Matthew,,,1926-07-03,M,rep,PA,Democrat,20.0
Gore,Albert,Arnold,Jr.,,1948-03-31,M,sen,TN,Democrat,
Gray,William,Herbert,III,,1941-08-20,M,rep,PA,Democrat,2.0
Green,Sedgwick,William,,,1929-10-16,M,rep,NY,Republican,15.0
Guarini,Frank,Joseph,Jr.,,1924-08-20,M,rep,NJ,Democrat,14.0
Hammerschmidt,John,Paul,,,1922-05-04,M,rep,AR,Republican,3.0
Harris,Claude,,Jr.,,1940-06-29,M,rep,AL,Democrat,7.0
Hatcher,Charles,Floyd,,,1939-07-01,M,rep,GA,Democrat,2.0
Hatfield,Mark,Odom,,,1922-07-12,M,sen,OR,Republican,
Hertel,Dennis,Mark,,,1948-12-07,M,rep,MI,Democrat,14.0
Holloway,Clyde,Cecil,,,1943-11-28,M,rep,LA,Republican,8.0
Hopkins,Larry,Jones,,,1933-10-25,M,rep,KY,Republican,6.0
Horn,Joan,Kelly,,,1936-10-18,F,rep,MO,Democrat,2.0
Hubbard,Carroll,,Jr.,,1937-07-07,M,rep,KY,Democrat,1.0
Huckaby,Thomas,Jerald,,,1941-07-19,M,rep,LA,Democrat,5.0
Ireland,Andrew,Poysell,,,1930-08-23,M,rep,FL,Republican,10.0
James,Craig,T.,,,1941-05-05,M,rep,FL,Republican,4.0
Jenkins,Edgar,Lanier,,,1933-01-04,M,rep,GA,Democrat,9.0
Johnston,John,Bennett,Jr.,,1932-06-10,M,sen,LA,Democrat,
Jones,Ben,,,,1941-08-30,M,rep,GA,Democrat,4.0
Jontz,James,Prather,,,1951-12-18,M,rep,IN,Democrat,5.0
Kassebaum,Nancy,Landon,,,1932-07-29,F,sen,KS,Republican,
Kolter,Joseph,Paul,,,1926-09-03,M,rep,PA,Democrat,4.0
Kostmayer,Peter,Houston,,,1946-09-27,M,rep,PA,Democrat,8.0
Lagomarsino,Robert,John,,,1926-09-04,M,rep,CA,Republican,19.0
Lent,Norman,Frederick,,,1931-03-23,M,rep,NY,Republican-Conservative,4.0
Levine,Meldon,Edises,,,1943-06-07,M,rep,CA,Democrat,27.0
Lowery,William,David,,,1947-05-02,M,rep,CA,Republican,41.0
Luken,Charles,J.,,,1951-07-18,M,rep,OH,Democrat,1.0
Madigan,Edward,Rell,,,1936-01-13,M,rep,IL,Republican,15.0
Marlenee,Ronald,Charles,,,1935-08-08,M,rep,MT,Republican,2.0
Martin,David,O’Brien,,,1944-04-26,M,rep,NY,Republican,26.0
Mavroules,Nicholas,James,,,1929-11-01,M,rep,MA,Democrat,6.0
McEwen,Bob,,,,1950-01-12,M,rep,OH,Republican,6.0
McGrath,Raymond,Joseph,,,1942-03-27,M,rep,NY,Republican,5.0
McHugh,Matthew,Francis,,,1938-12-06,M,rep,NY,Democrat,28.0
McMillen,Charles,Thomas,,,1952-05-26,M,rep,MD,Democrat,4.0
Miller,John,Ripin,,,1938-05-23,M,rep,WA,Republican,1.0
Moody,Jim,,,,1935-09-02,M,rep,WI,Democrat,5.0
Morrison,Sidney,Wallace,,,1933-05-13,M,rep,WA,Republican,4.0
Mrazek,Robert,Jan,,,1945-11-06,M,rep,NY,Democrat,3.0
Nagle,David,Ray,,,1943-04-15,M,rep,IA,Democrat,3.0
Nichols,Richard,,,,1926-04-29,M,rep,KS,Republican,5.0
Nowak,Henry,James,,,1935-02-21,M,rep,NY,Democrat,33.0
Nunn,Samuel,Augustus,,,1938-09-08,M,sen,GA,Democrat,
Oakar,Mary,Rose,,,1940-03-05,F,rep,OH,Democrat,20.0
Owens,Douglas,Wayne,,,1937-05-02,M,rep,UT,Democrat,2.0
Patterson,Elizabeth,J.,,,1939-11-18,F,rep,SC,Democrat,4.0
Pease,Donald,James,,,1931-09-26,M,rep,OH,Democrat,13.0
Perkins,Carl,Christopher,,,1954-08-06,M,rep,KY,Democrat,7.0
Pressler,Larry,Lee,,,1942-03-29,M,sen,SD,Republican,
Pryor,David,Hampton,,,1934-08-29,M,sen,AR,Democrat,
Pursell,Carl,Duane,,,1932-12-19,M,rep,MI,Republican,2.0
Ray,Richard,Belmont,,,1927-02-02,M,rep,GA,Democrat,3.0
Rhodes,John,Jacob,III,,1943-09-08,M,rep,AZ,Republican,1.0
Rinaldo,Matthew,John,,,1931-09-01,M,rep,NJ,Republican,7.0
Ritter,Donald,Lawrence,,,1940-10-21,M,rep,PA,Republican,15.0
Roe,Robert,A.,,,1924-02-28,M,rep,NJ,Democrat,8.0
Russo,Martin,Anthony,,,1944-01-23,M,rep,IL,Democrat,3.0
Savage,Gus,,,,1925-10-30,M,rep,IL,Democrat,2.0
Schulze,Richard,Taylor,,,1929-08-07,M,rep,PA,Republican,5.0
Seymour,John,,,,1937-12-03,M,sen,CA,Republican,
Sikorski,Gerald,Edward,,,1948-04-26,M,rep,MN,Democrat,6.0
Simon,Paul,Martin,,,1928-11-29,M,sen,IL,Democrat,
Simpson,Alan,Kooi,,,1931-09-02,M,sen,WY,Republican,
Slaughter,Daniel,French,Jr.,,1925-05-20,M,rep,VA,Republican,7.0
Smith,Lawrence,Jack,,,1941-04-25,M,rep,FL,Democrat,16.0
Solarz,Stephen,Joshua,,,1940-09-12,M,rep,NY,Democrat,13.0
Staggers,Harley,Orrin,Jr.,,1951-02-22,M,rep,WV,Democrat,2.0
Stallings,Richard,Howard,,,1940-10-07,M,rep,ID,Democrat,2.0
Tallon,Robert,Mooneyhan,Jr.,,1946-08-08,M,rep,SC,Democrat,6.0
Thomas,Robert,Lindsay,,,1943-11-20,M,rep,GA,Democrat,1.0
Traxler,Jerome,Bob,,,1931-07-21,M,rep,MI,Democrat,8.0
Udall,Morris,King,,,1922-06-15,M,rep,AZ,Democrat,2.0
Vander Jagt,Guy,Adrian,,,1931-08-26,M,rep,MI,Republican,9.0
Weber,John,Vincent,,,1952-07-24,M,rep,MN,Republican,2.0
Weiss,Theodore,S.,,,1927-09-17,M,rep,NY,Democrat,17.0
Wofford,Harris,,,,1926-04-09,M,sen,PA,Democrat,
Wolpe,Howard,Eliot,III,,1939-11-03,M,rep,MI,Democrat,3.0
Yatron,Gus,,,,1927-10-16,M,rep,PA,Democrat,6.0
Burdick,Jocelyn,Birch,,,1922-02-06,F,sen,ND,Democrat,
Andrews,Michael,Allen,,,1944-02-07,M,rep,TX,Democrat,25.0
Andrews,Thomas,Hiram,,,1953-03-22,M,rep,ME,Democrat,1.0
Applegate,Douglas,Earl,,,1928-03-27,M,rep,OH,Democrat,18.0
Aspin,Leslie,,,,1938-07-21,M,rep,WI,Democrat,1.0
Bacchus,James,,,,1949-06-21,M,rep,FL,Democrat,15.0
Barca,Peter,William,,,1955-08-07,M,rep,WI,Democrat,1.0
Barlow,Thomas,J.,III,,1940-08-07,M,rep,KY,Democrat,1.0
Bentley,Helen,Delich,,,1923-11-28,F,rep,MD,Republican,2.0
Bilbray,James,Hubert,,,1938-05-19,M,rep,NV,Democrat,1.0
Blackwell,Lucien,Edward,,,1931-08-01,M,rep,PA,Democrat,2.0
Brooks,Jack,Bascom,,,1922-12-18,M,rep,TX,Democrat,9.0
Bumpers,Dale,,,,1925-08-12,M,sen,AR,Democrat,
Byrne,Leslie,Larkin,,,1946-10-27,F,rep,VA,Democrat,11.0
Carr,Milton,Robert,,,1943-03-27,M,rep,MI,Democrat,8.0
Coppersmith,Samuel,G.,,,1955-05-22,M,rep,AZ,Democrat,1.0
D’Amato,Alfonse,Marcello,,,1937-08-01,M,sen,NY,Republican,
Darden,George,,,,1943-11-22,M,rep,GA,Democrat,7.0
Derrick,Butler,Carson,Jr.,,1936-09-30,M,rep,SC,Democrat,3.0
Dole,Robert,Joseph,,,1923-07-22,M,sen,KS,Republican,
English,Glenn,Lee,Jr.,,1940-11-30,M,rep,OK,Democrat,6.0
English,Karan,,,,1949-03-23,F,rep,AZ,Democrat,6.0
Espy,Albert,Michael,,,1953-11-30,M,rep,MS,Democrat,2.0
Faircloth,Duncan,McLauchlin,,,1928-01-14,M,sen,NC,Republican,
Fingerhut,Eric,D.,,,1959-05-06,M,rep,OH,Democrat,19.0
Fish,Hamilton,,Jr.,,1926-06-03,M,rep,NY,Republican,19.0
Foley,Thomas,Stephen,,,1929-03-06,M,rep,WA,Democrat,5.0
Ford,Wendell,Hampton,,,1924-09-08,M,sen,KY,Democrat,
Ford,William,David,,,1927-08-06,M,rep,MI,Democrat,13.0
Gallo,Dean,Anderson,,,1935-11-23,M,rep,NJ,Republican,11.0
Glickman,Daniel,Robert,,,1944-11-24,M,rep,KS,Democrat,4.0
Gradison,Willis,David,Jr.,,1928-12-28,M,rep,OH,Republican,2.0
Grandy,Frederick,Lawrence,,,1948-06-29,M,rep,IA,Republican,5.0
Hamburg,Daniel,,,,1948-10-06,M,rep,CA,Democrat,1.0
Henry,Paul,B.,,,1942-07-09,M,rep,MI,Republican,3.0
Hoagland,Peter,D.,,,1941-11-17,M,rep,NE,Democrat,2.0
Hochbrueckner,George,Joseph,,,1938-09-20,M,rep,NY,Democrat,1.0
Huffington,Michael,,,,1947-09-03,M,rep,CA,Republican,22.0
Hughes,William,John,,,1932-10-17,M,rep,NJ,Democrat,2.0
Hutto,Earl,Dewitt,,,1926-05-12,M,rep,FL,Democrat,1.0
Johnson,Clete,Donald,Jr.,,1948-01-30,M,rep,GA,Democrat,10.0
Kempthorne,Dirk,,,,1951-10-29,M,sen,ID,Republican,
Klein,Herbert,C.,,,1930-06-24,M,rep,NJ,Democrat,8.0
Kopetski,Michael,J.,,,1949-10-27,M,rep,OR,Democrat,5.0
Kreidler,Myron,Bradford,,,1943-09-28,M,rep,WA,Democrat,9.0
Krueger,Robert,Charles,,,1935-09-19,M,sen,TX,Democrat,
LaRocco,Larry,,,,1946-08-25,M,rep,ID,Democrat,1.0
Lancaster,H.,Martin,,,1943-03-24,M,rep,NC,Democrat,3.0
Lehman,Richard,Henry,,,1948-07-20,M,rep,CA,Democrat,19.0
Levy,David,A.,,,1953-12-18,M,rep,NY,Republican,4.0
Lewis,Thomas,F.,,,1924-10-26,M,rep,FL,Republican,16.0
Lloyd,Marilyn,Laird,,,1929-01-03,F,rep,TN,Democrat,3.0
Long Thompson,Jill,Lynette,,,1952-07-15,F,rep,IN,Democrat,4.0
Machtley,Ronald,K.,,,1948-07-13,M,rep,RI,Republican,1.0
Mann,David,Scott,,,1939-09-25,M,rep,OH,Democrat,1.0
Margolies-Mezvinsky,Marjorie,,,,1942-06-21,F,rep,PA,Democrat,13.0
Mathews,Harlan,,,,1927-01-17,M,sen,TN,Democrat,
Mazzoli,Romano,Louis,,,1932-11-02,M,rep,KY,Democrat,3.0
McCandless,Alfred,A.,,,1927-07-23,M,rep,CA,Republican,44.0
McCloskey,Francis,Xavier,,,1939-06-12,M,rep,IN,Democrat,8.0
McCurdy,David,Keith,,,1950-03-30,M,rep,OK,Democrat,4.0
McMillan,John,"Alexander, III",,,1932-05-09,M,rep,NC,Republican,9.0
Michel,Robert,Henry,,,1923-03-02,M,rep,IL,Republican,18.0
Moseley Braun,Carol,,,,1947-08-16,F,sen,IL,Democrat,
Murphy,Austin,John,,,1927-06-17,M,rep,PA,Democrat,20.0
Neal,Stephen,Lybrook,,,1934-11-07,M,rep,NC,Democrat,5.0
Packwood,Robert,William,,,1932-09-11,M,sen,OR,Republican,
Panetta,Leon,Edward,,,1938-06-28,M,rep,CA,Democrat,17.0
Penny,Timothy,Joseph,,,1951-11-19,M,rep,MN,Democrat,1.0
Ravenel,Arthur,,Jr.,,1927-03-29,M,rep,SC,Republican,1.0
Ridge,Thomas,Joseph,,,1945-08-26,M,rep,PA,Republican,21.0
Rostenkowski,Daniel,David,,,1928-01-02,M,rep,IL,Democrat,5.0
Rowland,James,Roy,Jr.,,1926-02-03,M,rep,GA,Democrat,8.0
Sangmeister,George,Edward,,,1931-02-16,M,rep,IL,Democrat,11.0
Sarpalius,William,,,,1948-01-10,M,rep,TX,Democrat,13.0
Schenk,Lynn,,,,1945-01-05,F,rep,CA,Democrat,49.0
Sharp,Philip,Riley,,,1942-07-15,M,rep,IN,Democrat,2.0
Shepherd,Karen,,,,1940-07-05,F,rep,UT,Democrat,2.0
Slattery,James,Charles,,,1948-08-04,M,rep,KS,Democrat,2.0
Sundquist,Donald,Kenneth,,,1936-03-15,M,rep,TN,Republican,7.0
Swett,Richard,,,,1957-05-01,M,rep,NH,Democrat,2.0
Swift,Allan,Byron,,,1935-09-12,M,rep,WA,Democrat,2.0
Synar,Michael,Lynn,,,1950-10-17,M,rep,OK,Democrat,2.0
Unsoeld,Jolene,,,,1931-12-03,F,rep,WA,Democrat,3.0
Valentine,Itimous,"Thaddeus, Jr.,",,,1926-03-15,M,rep,NC,Democrat,2.0
Washington,Craig,Anthony,,,1941-10-12,M,rep,TX,Democrat,18.0
Wheat,Alan,Dupree,,,1951-10-16,M,rep,MO,Democrat,5.0
de Lugo,Ron,,,,1930-08-02,M,rep,VI,Democrat,0.0
Abraham,Spencer,,,,1952-06-12,M,sen,MI,Republican,
Ashcroft,John,,,,1942-05-09,M,sen,MO,Republican,
Baker,William,P.,,,1940-06-14,M,rep,CA,Republican,10.0
Beilenson,Anthony,Charles,,,1932-10-26,M,rep,CA,Democrat,24.0
Blute,Peter,I.,,,1956-01-28,M,rep,MA,Republican,3.0
Brewster,William,K.,,,1941-11-08,M,rep,OK,Democrat,3.0
Browder,John,Glen,,,1943-01-15,M,rep,AL,Democrat,3.0
Bryan,Richard,H.,,,1937-07-16,M,sen,NV,Democrat,
Bryant,John,Wiley,,,1947-02-22,M,rep,TX,Democrat,5.0
Bunn,Jim,,,,1956-12-12,M,rep,OR,Republican,5.0
Chafee,John,Hubbard,,,1922-10-22,M,sen,RI,Republican,
Chapman,Jim,,,,1945-03-08,M,rep,TX,Democrat,1.0
Chrysler,Dick,,,,1942-04-29,M,rep,MI,Republican,8.0
Clinger,William,Floyd,Jr.,,1929-04-04,M,rep,PA,Republican,5.0
Coleman,Ronald,D’Emory,,,1941-11-29,M,rep,TX,Democrat,16.0
Collins,Barbara-Rose,,,,1939-04-13,F,rep,MI,Democrat,15.0
Collins,Cardiss,,,,1931-09-24,F,rep,IL,Democrat,7.0
Cooley,Wes,,,,1932-03-28,M,rep,OR,Republican,2.0
Cremeans,Frank,,,,1943-04-05,M,rep,OH,Republican,6.0
Dornan,Robert,Kenneth,,,1933-04-03,M,rep,CA,Republican,46.0
Emerson,Norvell,William,,,1938-01-01,M,rep,MO,Republican,8.0
Fields,Cleo,,,,1962-11-22,M,rep,LA,Democrat,4.0
Fields,Jack,Milton,Jr.,,1952-02-03,M,rep,TX,Republican,8.0
Flanagan,Michael,P.,,,1962-11-09,M,rep,IL,Republican,5.0
Ford,Harold,Eugene,,,1945-05-20,M,rep,TN,Democrat,9.0
Franks,Gary,A.,,,1953-02-09,M,rep,CT,Republican,5.0
Frazer,Victor,O.,,,1943-05-24,M,rep,VI,Independent,0.0
Frisa,Dan,,,,1955-04-27,M,rep,NY,Republican,4.0
Funderburk,David,,,,1944-04-28,M,rep,NC,Republican,2.0
Geren,Preston,M.,,,1952-01-29,M,rep,TX,Democrat,12.0
Gorton,T.,Slade,,,1928-01-08,M,sen,WA,Republican,
Grams,Rod,,,,1948-02-04,M,sen,MN,Republican,
Gunderson,Steven,Craig,,,1951-05-10,M,rep,WI,Republican,3.0
Hancock,Melton,D.,,,1929-09-14,M,rep,MO,Republican,7.0
Hayes,James,Allison,,,1946-12-21,M,rep,LA,Republican,7.0
Heineman,Fred,,,,1929-12-28,M,rep,NC,Republican,4.0
Hoke,Martin,R.,,,1952-05-18,M,rep,OH,Republican,10.0
Jacobs,Andrew,,Jr.,,1932-02-24,M,rep,IN,Democrat,10.0
Johnston,Harry,A.,II,,1931-12-02,M,rep,FL,Democrat,19.0
Kerrey,J.,Robert,,,1943-08-27,M,sen,NE,Democrat,
Laughlin,Gregory,H.,,,1942-01-21,M,rep,TX,Republican,14.0
Lightfoot,James,Ross,,,1938-09-27,M,rep,IA,Republican,3.0
Longley,James,,,,1951-07-07,M,rep,ME,Republican,1.0
Mack,Connie,,III,,1940-10-29,M,sen,FL,Republican,
Martini,William,J.,,,1947-02-10,M,rep,NJ,Republican,8.0
Meyers,Jan,,,,1928-07-20,F,rep,KS,Republican,3.0
Mineta,Norman,Yoshio,,,1931-11-12,M,rep,CA,Democrat,15.0
Moorhead,Carlos,John,,,1922-05-06,M,rep,CA,Republican,27.0
Moynihan,Daniel,Patrick,,,1927-03-16,M,sen,NY,Democrat,
Myers,John,Thomas,,,1927-02-08,M,rep,IN,Republican,7.0
Orton,William,,,,1948-09-22,M,rep,UT,Democrat,3.0
Payne,Lewis,Franklin,Jr.,,1945-07-09,M,rep,VA,Democrat,5.0
Peterson,Douglas,Brian,,,1935-06-26,M,rep,FL,Democrat,2.0
Reynolds,Mel,,,,1952-01-08,M,rep,IL,Democrat,2.0
Robb,Charles,S.,,,1939-06-26,M,sen,VA,Democrat,
Rose,Charles,Grandison,III,,1939-08-10,M,rep,NC,Democrat,7.0
Roth,Toby,A.,,,1938-10-10,M,rep,WI,Republican,8.0
Schroeder,Patricia,Scott,,,1940-07-30,F,rep,CO,Democrat,1.0
Seastrand,Andrea,,,,1941-08-05,F,rep,CA,Republican,22.0
Studds,Gerry,Eastman,,,1937-05-12,M,rep,MA,Democrat,10.0
Tate,Randy,J.,,,1965-11-23,M,rep,WA,Republican,9.0
Thornton,Raymond,Hoyt,Jr.,,1928-07-16,M,rep,AR,Democrat,2.0
Torkildsen,Peter,Gerard,,,1958-01-28,M,rep,MA,Republican,6.0
Tucker,Walter,R.,III,,1957-05-28,M,rep,CA,Democrat,37.0
Volkmer,Harold,Lee,,,1931-04-04,M,rep,MO,Democrat,9.0
Greene Waldholtz,Enid,,,Enid Greene Waldholtz,1958-06-05,F,rep,UT,Republican,2.0
Walker,Robert,Smith,,,1942-12-23,M,rep,PA,Republican,16.0
Ward,Michael,Delavan,,,1951-01-07,M,rep,KY,Democrat,3.0
Williams,John,Patrick,,,1937-10-30,M,rep,MT,Democrat,1.0
Wilson,Charles,,,,1933-06-01,M,rep,TX,Democrat,2.0
Zeliff,William,H.,Jr.,,1936-06-12,M,rep,NH,Republican,1.0
Zimmer,Richard,,,,1944-08-16,M,rep,NJ,Republican,12.0
de la Garza,Eligio,II,,,1927-09-22,M,rep,TX,Democrat,15.0
Frahm,Sheila,,,,1945-03-22,F,sen,KS,Republican,
Baesler,Henry,Scott,,,1941-07-09,M,rep,KY,Democrat,6.0
Bono,Sonny,,,,1935-02-16,M,rep,CA,Republican,44.0
Capps,Walter,Holden,,,1934-05-05,M,rep,CA,Democrat,22.0
Christensen,Jon,Lynn,,,1963-02-20,M,rep,NE,Republican,2.0
Cleland,J.,Maxwell,,,1942-08-24,M,sen,GA,Democrat,
Dellums,Ronald,Vernie,,,1935-11-24,M,rep,CA,Democrat,9.0
Fawell,Harris,W.,,,1929-03-25,M,rep,IL,Republican,13.0
Fazio,Victor,Herbert,Jr.,,1942-10-11,M,rep,CA,Democrat,3.0
Flake,Floyd,Harold,,,1945-01-30,M,rep,NY,Democrat,6.0
Foglietta,Thomas,Michael,,,1928-12-03,M,rep,PA,Democrat,1.0
Fox,Jon,D.,,,1947-04-22,M,rep,PA,Republican,13.0
Furse,Elizabeth,,,,1936-10-13,F,rep,OR,Democrat,1.0
Gingrich,Newton,Leroy,,,1943-06-17,M,rep,GA,Republican,6.0
Gramm,Phil,,,,1942-07-08,M,sen,TX,Republican,
Hamilton,Lee,Herbert,,,1931-04-20,M,rep,IN,Democrat,9.0
Hefner,Willie,Gathrel,,,1930-04-11,M,rep,NC,Democrat,8.0
Hutchinson,Tim,,,,1949-08-11,M,sen,AR,Republican,
Johnson,Jay,W.,,,1943-09-30,M,rep,WI,Democrat,8.0
Kennedy,Joseph,Patrick,II,,1952-09-24,M,rep,MA,Democrat,8.0
Kennelly,Barbara,Bailey,,,1936-07-10,F,rep,CT,Democrat,1.0
Kim,Jay,,,,1939-03-27,M,rep,CA,Republican,41.0
Klug,Scott,L.,,,1953-01-16,M,rep,WI,Republican,2.0
Manton,Thomas,J.,,,1932-11-03,M,rep,NY,Democrat,7.0
McDade,Joseph,Michael,,,1931-09-29,M,rep,PA,Republican,10.0
McHale,Paul,F.,Jr.,,1950-07-26,M,rep,PA,Democrat,15.0
Molinari,Susan,,,,1958-03-27,F,rep,NY,Republican,13.0
Neumann,Mark,W.,,,1954-02-27,M,rep,WI,Republican,1.0
Pappas,Michael,James,,,1960-12-29,M,rep,NJ,Republican,12.0
Parker,Michael,,,,1949-10-31,M,rep,MS,Republican,4.0
Paxon,L.,William,,,1954-04-29,M,rep,NY,Republican,27.0
Poshard,Glenn,,,,1945-10-30,M,rep,IL,Democrat,19.0
Redmond,William,Thomas,,,1955-01-28,M,rep,NM,Republican,3.0
Richardson,William,Blaine,,,1947-11-15,M,rep,NM,Democrat,3.0
Riggs,Frank,D.,,,1950-09-05,M,rep,CA,Republican,1.0
Romero-Barceló,Carlos,,,,1932-09-04,M,rep,PR,Democrat,0.0
Schaefer,Daniel,,,,1936-01-25,M,rep,CO,Republican,6.0
Schiff,Steven,Harvey,,,1947-03-18,M,rep,NM,Republican,1.0
Skaggs,David,Evans,,,1943-02-22,M,rep,CO,Democrat,2.0
Smith,Robert,,,,1941-03-30,M,sen,NH,Republican,
Smith,Linda,,,,1950-07-16,F,rep,WA,Republican,3.0
Smith,Robert,Freeman,,,1931-06-16,M,rep,OR,Republican,2.0
Snowbarger,Vincent,K.,,,1949-09-16,M,rep,KS,Republican,3.0
Solomon,Gerald,Brooks Hunt,,,1930-08-14,M,rep,NY,Republican,22.0
Stokes,Louis,,,,1925-02-23,M,rep,OH,Democrat,11.0
Tejeda,Frank,Mariano,,,1945-10-02,M,rep,TX,Democrat,28.0
Thompson,Fred,,,,1942-08-19,M,sen,TN,Republican,
Torres,Esteban,Edward,,,1930-01-27,M,rep,CA,Democrat,34.0
Torricelli,Robert,,,,1951-08-27,M,sen,NJ,Democrat,
Wellstone,Paul,David,,,1944-07-21,M,sen,MN,Democrat,
White,Richard,Alan,,,1953-11-06,M,rep,WA,Republican,1.0
