,transaction_date,ticker,asset_description,type,amount,name,disclosure_date,chamber,first_name,last_name,party,birthday,gender,represents
7736,2015-08-24,CHK,Chesapeake Energy Corporation (NYSE),purchase,50000,James M Inhofe,2015-09-10,senate,James,Inhofe,Republican,1934-11-17,M,OK
7737,2015-08-24,CLR,"Continental Resources, Inc. (NYSE)",sale_partial,50000,James M Inhofe,2015-09-10,senate,James,Inhofe,Republican,1934-11-17,M,OK
7738,2015-08-24,AAPL,Apple Inc. (NASDAQ),purchase,50000,James M Inhofe,2015-09-10,senate,James,Inhofe,Republican,1934-11-17,M,OK
7739,2015-08-24,A,Agilent Technologies Inc. (NYSE),purchase,50000,James M Inhofe,2015-09-10,senate,James,Inhofe,Republican,1934-11-17,M,OK
7740,2015-08-24,EMR,Emerson Electric Co. (NYSE),sale_full,100000,James M Inhofe,2015-09-10,senate,James,Inhofe,Republican,1934-11-17,M,OK
7741,2015-08-12,ARW,"Arrow Electronics, Inc. (NYSE)",purchase,100000,James M Inhofe,2015-09-10,senate,James,Inhofe,Republican,1934-11-17,M,OK
7742,2015-08-12,MRK,Merck Co. Inc. (NYSE),purchase,50000,James M Inhofe,2015-09-10,senate,James,Inhofe,Republican,1934-11-17,M,OK
7745,2015-08-13,JCI,Johnson Controls Inc. (NYSE),purchase,250000,John Hoeven,2015-09-08,senate,John,Hoeven,Republican,1957-03-13,M,ND
7746,2015-08-13,RL,Ralph Lauren Corporation (NYSE),purchase,100000,John Hoeven,2015-09-08,senate,John,Hoeven,Republican,1957-03-13,M,ND
7747,2015-08-13,TAP,Molson Coors Brewing Company (NYSE),purchase,250000,John Hoeven,2015-09-08,senate,John,Hoeven,Republican,1957-03-13,M,ND
7748,2015-09-02,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7749,2015-09-02,GLW,Corning Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7750,2015-09-02,BK,The Bank of New York Mellon Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7751,2015-09-01,BK,The Bank of New York Mellon Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7752,2015-09-01,GLW,Corning Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7753,2015-08-31,CIT,CIT Group Inc. (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7754,2015-08-31,BK,The Bank of New York Mellon Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7755,2015-08-31,DVN,Devon Energy Corporation (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7756,2015-08-28,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7757,2015-08-28,CIT,CIT Group Inc. (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7758,2015-08-28,GLW,Corning Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7759,2015-08-27,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7760,2015-08-27,CIT,CIT Group Inc. (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7761,2015-08-27,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7762,2015-08-27,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7763,2015-08-27,DVN,Devon Energy Corporation (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7764,2015-08-27,GLW,Corning Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7765,2015-08-26,CIT,CIT Group Inc. (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7766,2015-08-26,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7767,2015-08-25,PG,The Procter Gamble Company (NYSE),purchase,50000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7768,2015-08-25,CIT,CIT Group Inc. (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7769,2015-08-25,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7770,2015-08-25,DE,Deere Company (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7771,2015-08-25,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7772,2015-08-24,QCOM,QUALCOMM Incorporated (NASDAQ),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7773,2015-08-24,IP,International Paper Company (NYSE),purchase,50000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7774,2015-08-24,PSX,Phillips 66 (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7775,2015-08-24,KMI,"Kinder Morgan, Inc. (NYSE)",purchase,50000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7776,2015-08-24,SBUX,Starbucks Corporation (NASDAQ),purchase,50000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7777,2015-08-24,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7778,2015-08-24,CIT,CIT Group Inc. (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7779,2015-08-21,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7780,2015-08-21,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7781,2015-08-21,CIT,CIT Group Inc. (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7782,2015-08-21,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7783,2015-08-20,CBS,CBS Corporation (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7784,2015-08-20,BAX,Baxter International Inc. (NYSE),purchase,50000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7785,2015-08-20,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7786,2015-08-20,DE,Deere Company (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7787,2015-08-20,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7788,2015-08-19,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7789,2015-08-17,GPK,Graphic Packaging Holding Company (NYSE),sale_partial,100000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7790,2015-08-17,LNT,Alliant Energy Corporation (NYSE),sale_partial,250000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7791,2015-08-14,LNT,Alliant Energy Corporation (NYSE),sale_partial,250000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7792,2015-08-13,LNT,Alliant Energy Corporation (NYSE),sale_partial,250000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7793,2015-08-12,LNT,Alliant Energy Corporation (NYSE),sale_partial,500000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7794,2015-08-12,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7795,2015-08-12,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7796,2015-08-12,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7797,2015-08-11,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7798,2015-08-10,GPK,Graphic Packaging Holding Company (NYSE),sale_partial,50000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7799,2015-08-10,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7800,2015-08-07,PAA,"Plains All American Pipeline, L.P. (NYSE)",sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7801,2015-08-07,XOM,Exxon Mobil Corporation (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7802,2015-08-07,LQDT,"Liquidity Services, Inc. (NASDAQ)",sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7803,2015-08-07,LQDT,"Liquidity Services, Inc. (NASDAQ)",sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7804,2015-08-06,PAA,"Plains All American Pipeline, L.P. (NYSE)",sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7805,2015-08-06,PAA,"Plains All American Pipeline, L.P. (NYSE)",sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7806,2015-08-06,PAA,"Plains All American Pipeline, L.P. (NYSE)",sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7807,2015-08-06,FOX,"Twenty-First Century Fox, Inc. (NASDAQ)",purchase,50000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7808,2015-08-06,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7809,2015-08-06,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7810,2015-08-06,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7811,2015-08-06,CBS,CBS Corporation (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7812,2015-08-05,AM,Antero Midstream Partners LP (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7813,2015-08-04,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7814,2015-08-03,CLX,The Clorox Company (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7815,2015-08-03,BCR,CR Bard Inc. (NYSE),sale_partial,50000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7816,2015-08-03,WPX,"WPX Energy, Inc. (NYSE)",purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7817,2015-07-31,GPK,Graphic Packaging Holding Company (NYSE),sale_partial,100000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7818,2015-07-31,LNT,Alliant Energy Corporation (NYSE),sale_partial,250000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7819,2015-07-30,LNT,Alliant Energy Corporation (NYSE),sale_partial,250000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7820,2015-07-30,WPX,"WPX Energy, Inc. (NYSE)",purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7821,2015-07-30,DE,Deere Company (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7822,2015-07-29,DVN,Devon Energy Corporation (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7823,2015-07-29,CVC,Cablevision Systems Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7824,2015-07-28,VLP,Valero Energy Partners LP (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7825,2015-07-28,GPK,Graphic Packaging Holding Company (NYSE),sale_partial,250000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7826,2015-07-28,LQDT,"Liquidity Services, Inc. (NASDAQ)",sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7827,2015-07-28,LQDT,"Liquidity Services, Inc. (NASDAQ)",sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7828,2015-08-05,WPX,"WPX Energy, Inc. (NYSE)",purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7829,2015-08-05,CVC,Cablevision Systems Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7830,2015-08-05,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7831,2015-08-05,CVC,Cablevision Systems Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7832,2015-08-05,WOOF,VCA Inc. (NASDAQ),sale_partial,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7833,2015-08-04,VLP,Valero Energy Partners LP (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7834,2015-08-04,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7835,2015-08-04,BAX,Baxter International Inc. (NYSE),purchase,15000,David A Perdue ,2015-09-08,senate,David,Perdue,Republican,1949-12-10,M,GA
7836,2015-08-07,DISCK,"Discovery Communications, Inc. (NASDAQ)",sale_partial,100000,James M Inhofe,2015-09-04,senate,James,Inhofe,Republican,1934-11-17,M,OK
7838,2015-08-04,QCOM,QUALCOMM Incorporated (NASDAQ),sale_partial,100000,James M Inhofe,2015-09-02,senate,James,Inhofe,Republican,1934-11-17,M,OK
7843,2015-08-25,GAS,AGL Resources Inc. (NYSE),sale_full,15000,Thomas R Carper,2015-09-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
7844,2015-08-25,AEE,Ameren Corporation (NYSE),purchase,15000,Thomas R Carper,2015-09-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
7846,2015-08-04,GE,General Electric Company (NYSE),purchase,15000,Sheldon Whitehouse,2015-09-01,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7847,2015-08-04,BIIB,Biogen Inc. (NASDAQ),purchase,15000,Sheldon Whitehouse,2015-09-01,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7848,2015-08-10,KO,The Coca-Cola Company (NYSE),purchase,15000,Sheldon Whitehouse,2015-09-01,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7849,2015-08-10,BIIB,Biogen Inc. (NASDAQ),purchase,15000,Sheldon Whitehouse,2015-09-01,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7850,2015-08-10,BIIB,Biogen Inc. (NASDAQ),purchase,15000,Sheldon Whitehouse,2015-09-01,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7851,2015-08-04,BIIB,Biogen Inc. (NASDAQ),purchase,15000,Sheldon Whitehouse,2015-09-01,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7852,2015-08-04,WFC,Wells Fargo Company (NYSE),purchase,15000,Sheldon Whitehouse,2015-09-01,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7853,2015-08-04,VZ,Verizon Communications Inc. (NYSE),purchase,15000,Sheldon Whitehouse,2015-09-01,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7854,2015-07-15,NFLX,"Netflix, Inc. (NASDAQ)",purchase,15000,Sheldon Whitehouse,2015-09-01,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7855,2015-08-27,IHE,iShares US Pharmaceuticals (NYSEArca),purchase,15000,William Cassidy,2015-08-28,senate,William,Cassidy,Republican,1957-09-28,M,LA
7856,2015-08-27,CAT,Caterpillar Inc. (NYSE),purchase,15000,William Cassidy,2015-08-28,senate,William,Cassidy,Republican,1957-09-28,M,LA
7858,2015-07-27,BIDU,"Baidu, Inc. (NASDAQ)",purchase,15000,Pat Roberts,2015-08-23,senate,Pat,Roberts,Republican,1935-01-30,M,SD
7859,2015-07-27,AAPL,Apple Inc. (NASDAQ),purchase,15000,Pat Roberts,2015-08-23,senate,Pat,Roberts,Republican,1935-01-30,M,SD
7860,2015-07-24,AAPL,Apple Inc. (NASDAQ),purchase,15000,Pat Roberts,2015-08-23,senate,Pat,Roberts,Republican,1935-01-30,M,SD
7861,2015-07-13,SBUX.SW,STARBUCKS (Swiss),purchase,15000,Pat Roberts,2015-08-23,senate,Pat,Roberts,Republican,1935-01-30,M,SD
7862,2015-07-02,CELG,Celgene Corporation (NASDAQ),sale_full,15000,Pat Roberts,2015-08-23,senate,Pat,Roberts,Republican,1935-01-30,M,SD
7863,2015-07-08,OXY,Occidental Petroleum Corporation (NYSE),purchase,15000,William Cassidy,2015-08-20,senate,William,Cassidy,Republican,1957-09-28,M,LA
7864,2015-07-16,NBL,"Noble Energy, Inc. (NYSE)",purchase,15000,William Cassidy,2015-08-20,senate,William,Cassidy,Republican,1957-09-28,M,LA
7867,2014-06-18,KLXI,KLX Inc. (NASDAQ),purchase,15000,Sheldon Whitehouse,2015-08-12,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7868,2014-03-13,KLXI,KLX Inc. (NASDAQ),purchase,15000,Sheldon Whitehouse,2015-08-12,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7869,2015-07-29,FEYE,"FireEye, Inc. (NASDAQ)",purchase,15000,John F Reed,2015-08-06,senate,John,Reed,Democrat,1949-11-12,M,RI
7872,2015-07-21,NWN,Northwest Natural Gas Company (NYSE),purchase,15000,Thomas R Carper,2015-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
7879,2015-07-20,CLR,"Continental Resources, Inc. (NYSE)",purchase,50000,James M Inhofe,2015-08-04,senate,James,Inhofe,Republican,1934-11-17,M,OK
7880,2015-07-21,ABT,Abbott Laboratories (NYSE),purchase,15000,Shelley M Capito,2015-08-03,senate,Shelley,Capito,Republican,1953-11-26,F,WV
7883,2015-07-15,FANG,"Diamondback Energy, Inc. (NASDAQ)",purchase,100000,James M Inhofe,2015-07-29,senate,James,Inhofe,Republican,1934-11-17,M,OK
7884,2015-07-27,WPX,"WPX Energy, Inc. (NYSE)",purchase,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7885,2015-07-27,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7886,2015-07-24,WPZ,Williams Partners L.P. (NYSE),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7887,2015-07-23,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7888,2015-07-23,WPZ,Williams Partners L.P. (NYSE),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7889,2015-07-23,SE,Spectra Energy Corp. (NYSE),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7890,2015-07-22,CVC,Cablevision Systems Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7891,2015-07-22,CVC,Cablevision Systems Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7892,2015-07-22,SE,Spectra Energy Corp. (NYSE),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7893,2015-07-22,WPZ,Williams Partners L.P. (NYSE),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7894,2015-07-21,PYPL,"PayPal Holdings, Inc. (NASDAQ)",sale_full,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7895,2015-07-21,EBAY,eBay Inc. (NASDAQ),sale_full,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7896,2015-07-20,CVC,Cablevision Systems Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7897,2015-07-20,WOOF,VCA Inc. (NASDAQ),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7898,2015-07-17,EBAY,eBay Inc. (NASDAQ),sale_partial,50000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7899,2015-07-17,PKI,PerkinElmer Inc. (NYSE),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7900,2015-07-17,WPX,"WPX Energy, Inc. (NYSE)",purchase,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7901,2015-07-17,PKI,PerkinElmer Inc. (NYSE),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7902,2015-07-16,CVC,Cablevision Systems Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7903,2015-07-14,CVC,Cablevision Systems Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7905,2015-07-13,DVN,Devon Energy Corporation (NYSE),purchase,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7906,2015-07-13,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7907,2015-07-09,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7909,2015-07-08,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7910,2015-07-07,CVC,Cablevision Systems Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7911,2015-06-29,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7912,2015-06-29,CBS,CBS Corporation (NYSE),purchase,15000,David A Perdue ,2015-07-28,senate,David,Perdue,Republican,1949-12-10,M,GA
7913,2015-07-07,T,"AT&amp;T, Inc. (NYSE)",purchase,15000,Sheldon Whitehouse,2015-07-21,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7914,2015-07-10,BIIB,Biogen Inc. (NASDAQ),purchase,15000,Sheldon Whitehouse,2015-07-21,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7915,2015-07-10,LLTC,Linear Technology Corporation (NASDAQ),purchase,15000,Sheldon Whitehouse,2015-07-21,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7916,2015-07-10,T,"AT&amp;T, Inc. (NYSE)",purchase,15000,Sheldon Whitehouse,2015-07-21,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7917,2015-07-10,BIIB,Biogen Inc. (NASDAQ),purchase,15000,Sheldon Whitehouse,2015-07-21,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7918,2015-07-10,MRK,Merck Co. Inc. (NYSE),purchase,15000,Sheldon Whitehouse,2015-07-21,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7919,2015-07-07,GPRO,"GoPro, Inc. (NASDAQ)",purchase,15000,Sheldon Whitehouse,2015-07-21,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7920,2015-07-07,M,"Macy's, Inc. (NYSE)",sale_full,50000,Sheldon Whitehouse,2015-07-21,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7921,2015-06-15,CY,Cypress Semiconductor Corporation (NASDAQ),sale_full,50000,Sheldon Whitehouse,2015-07-21,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7922,2015-06-15,TRIP,TripAdvisor Inc. (NASDAQ),sale_full,15000,Sheldon Whitehouse,2015-07-21,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7923,2015-06-15,CHL,China Mobile Limited (NYSE),sale_full,50000,Sheldon Whitehouse,2015-07-21,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
7926,2015-06-30,ALTR,Altera Corp. (NASDAQ),sale_full,15000,John F Reed,2015-07-16,senate,John,Reed,Democrat,1949-11-12,M,RI
7927,2015-06-30,AMG,Affiliated Managers Group Inc. (NYSE),purchase,15000,John F Reed,2015-07-16,senate,John,Reed,Democrat,1949-11-12,M,RI
7928,2015-06-30,ALTR,Altera Corp. (NASDAQ),sale_full,15000,John F Reed,2015-07-16,senate,John,Reed,Democrat,1949-11-12,M,RI
7929,2015-06-30,AMG,Affiliated Managers Group Inc. (NYSE),purchase,15000,John F Reed,2015-07-16,senate,John,Reed,Democrat,1949-11-12,M,RI
7936,2015-07-09,MSACX,Morgan Stanley Inst Active Intl Allc I (NASDAQ),sale_full,50000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
