,last_name,first_name,middle_name,suffix,full_name,birthday,gender,type,state,party,district
10737,Mitchell,Parren,James,,,1922-04-29,M,rep,MD,Democrat,7.0
10738,Monson,David,Smith,,,1945-06-20,M,rep,UT,Republican,2.0
10739,Moore,William,Henson,III,,1939-10-04,M,rep,LA,Republican,6.0
10744,Siljander,Mark,Deli,,,1951-06-11,M,rep,MI,Republican,4.0
10745,Snyder,Marion,Gene,,,1928-01-26,M,rep,KY,Republican,4.0
10746,Strang,Michael,Lathrop,,,1929-06-17,M,rep,CO,Republican,3.0
10747,Waldon,Alton,R.,Jr.,,1936-12-21,M,rep,NY,Democrat,6.0
10748,Weaver,James,Howard,,,1927-08-08,M,rep,OR,Democrat,4.0
10749,Whitehurst,George,William,,,1925-03-12,M,rep,VA,Republican,2.0
10750,Whitley,Charles,Orville,,,1927-01-03,M,rep,NC,Democrat,3.0
10751,Young,Robert,Anton,III,,1923-11-22,M,rep,MO,Democrat,2.0
10752,Zschau,Edwin,Van Wyck,,,1940-01-06,M,rep,CA,Republican,12.0
10754,Broyhill,James,Thomas,,,1927-08-19,M,sen,NC,Republican,
10755,Adams,Brockman,,,,1927-01-13,M,sen,WA,Democrat,
10756,Badham,Robert,Edward,,,1929-06-09,M,rep,CA,Republican,40.0
10759,Boner,William,Hill,,,1945-02-14,M,rep,TN,Democrat,5.0
10760,Bonker,Don,Leroy,,,1937-03-07,M,rep,WA,Democrat,3.0
10761,Boulter,Eldon,Beau,,,1942-02-23,M,rep,TX,Republican,13.0
10762,Burton,Sala,Galante,,,1925-04-01,F,rep,CA,Democrat,5.0
10763,Chappell,William,Venroe,Jr.,,1922-02-03,M,rep,FL,Democrat,4.0
10766,Daub,Harold,"John, Jr.,",,,1941-04-23,M,rep,NE,Republican,2.0
10767,Davis,Jack,,,,1935-09-06,M,rep,IL,Republican,4.0
10768,DioGuardi,Joseph,J.,,,1940-09-20,M,rep,NY,Republican,20.0
10769,Dixon,Alan,John,,,1927-07-07,M,sen,IL,Democrat,
10770,Dowdy,Charles,Wayne,,,1943-07-27,M,rep,MS,Democrat,4.0
10772,Fowler,Wyche,,Jr.,,1940-10-06,M,sen,GA,Democrat,
10773,Garn,Edwin,Jacob,,,1932-10-12,M,sen,UT,Republican,
10774,Gray,Kenneth,James,,,1924-11-14,M,rep,IL,Democrat,22.0
10775,Howard,James,John,,,1927-07-24,M,rep,NJ,Democrat,3.0
10777,Karnes,David,Kemp,,,1948-12-12,M,sen,NE,Republican,
10778,Kasten,Robert,Walter,Jr.,,1942-06-19,M,sen,WI,Republican,
10779,Kemp,Jack,French,,,1935-07-13,M,rep,NY,Republican,31.0
10780,Konnyu,Ernest,Leslie,,,1937-05-17,M,rep,CA,Republican,12.0
10782,Lowry,Michael,Edward,,,1939-03-08,M,rep,WA,Democrat,7.0
10783,Luján,Manuel,,Jr.,,1928-05-12,M,rep,NM,Republican,1.0
10784,MacKay,Kenneth,Hood,Jr.,,1933-03-22,M,rep,FL,Democrat,6.0
10785,McKinney,Stewart,Brett,,,1931-01-30,M,rep,CT,Republican,4.0
10786,Mica,Daniel,Andrew,,,1944-02-04,M,rep,FL,Democrat,14.0
10789,Quayle,James,Danforth,,,1947-02-04,M,sen,IN,Republican,
10791,Roemer,Charles,Elson,III,,1943-10-04,M,rep,LA,Democrat,4.0
10792,Rudman,Warren,Bruce,,,1930-05-18,M,sen,NH,Republican,
10793,St. Germain,Fernand,Joseph,,,1928-01-09,M,rep,RI,Democrat,1.0
10795,Sunia,Fofó,Iosefa Fiti,,,1937-03-13,M,rep,AS,Democrat,0.0
10796,Sweeney,David,McCann,,,1955-09-15,M,rep,TX,Republican,14.0
10797,Swindall,Patrick,Lynn,,,1950-10-18,M,rep,GA,Republican,4.0
10798,Symms,Steven,Douglas,,,1938-04-23,M,sen,ID,Republican,
10799,Taylor,Gene,,,,1928-02-10,M,rep,MO,Republican,7.0
10800,Wirth,Timothy,E.,,,1939-09-22,M,sen,CO,Democrat,
10801,Wortley,George,Cornelius,,,1926-12-08,M,rep,NY,Republican,27.0
10802,Bates,Jim,,,,1941-07-21,M,rep,CA,Democrat,44.0
10805,Bosco,Douglas,Harry,,,1946-07-28,M,rep,CA,Democrat,1.0
10806,Brennan,Joseph,Edward,,,1934-11-02,M,rep,ME,Democrat,1.0
10807,Buechner,John,William,,,1940-06-04,M,rep,MO,Republican,2.0
10809,Cheney,Richard,Bruce,,,1941-01-30,M,rep,WY,Republican,0.0
10811,Coelho,Anthony,Lee,,,1942-06-15,M,rep,CA,Democrat,15.0
10812,Courter,James,Andrew,,,1941-10-14,M,rep,NJ,Republican,12.0
10814,Danforth,John,Claggett,,,1936-09-05,M,sen,MO,Republican,
10815,DeConcini,Dennis,Webster,,,1937-05-08,M,sen,AZ,Democrat,
10816,Douglas,Charles,Gywnne,III,,1942-12-02,M,rep,NH,Republican,2.0
10817,Durenberger,David,Ferdinand,,,1934-08-19,M,sen,MN,Republican,
10818,Dyson,Royden,Patrick,,,1948-11-15,M,rep,MD,Democrat,1.0
10819,Fauntroy,Walter,Edward,,,1933-02-06,M,rep,DC,Democrat,0.0
10820,Flippo,Ronnie,Gene,,,1937-08-15,M,rep,AL,Democrat,5.0
10821,Florio,James,Joseph,,,1937-08-29,M,rep,NJ,Democrat,1.0
10822,Frenzel,William,Eldridge,,,1928-07-31,M,rep,MN,Republican,3.0
10823,Garcia,Robert,,,,1933-01-09,M,rep,NY,Democrat,18.0
10824,Grant,James,William,,,1943-09-21,M,rep,FL,Republican,2.0
10826,Heinz,Henry,John,III,,1938-10-23,M,sen,PA,Republican,
10827,Hiler,John,Patrick,,,1953-04-24,M,rep,IN,Republican,3.0
10828,Kastenmeier,Robert,William,,,1924-01-24,M,rep,WI,Democrat,2.0
10829,Leath,James,Marvin,,,1931-05-06,M,rep,TX,Democrat,11.0
10830,Leland,George,Thomas,,,1944-11-27,M,rep,TX,Democrat,18.0
10831,Luken,Thomas,Andrew,,,1925-07-09,M,rep,OH,Democrat,1.0
10832,Lukens,Donald,Edgar,,,1931-02-11,M,rep,OH,Republican,8.0
10833,Martin,Lynn,Morley,,,1939-12-26,F,rep,IL,Republican,16.0
10836,Mitchell,George,John,,,1933-08-20,M,sen,ME,Democrat,
10837,Molinari,Guy,Victor,,,1928-11-23,M,rep,NY,Republican,14.0
10838,Morrison,Bruce,Andrew,,,1944-10-08,M,rep,CT,Democrat,3.0
10839,Nielson,Howard,Curtis,,,1924-09-12,M,rep,UT,Republican,3.0
10840,Parris,Stanford,E.,,,1929-09-09,M,rep,VA,Republican,8.0
10841,Pashayan,Charles,,Jr.,,1941-03-27,M,rep,CA,Republican,17.0
10843,Riegle,Donald,Wayne,Jr.,,1938-02-04,M,sen,MI,Democrat,
10844,Robinson,Tommy,Franklin,,,1942-03-07,M,rep,AR,Republican,2.0
10845,Rowland,John,,,,1957-05-24,M,rep,CT,Republican,5.0
10846,Saiki,Patricia,Fukuda,,,1930-05-28,F,rep,HI,Republican,1.0
10847,Sasser,James,Ralph,,,1936-09-30,M,sen,TN,Democrat,
10848,Schneider,Claudine,,,,1947-03-25,F,rep,RI,Republican,2.0
10849,Schuette,Bill,,,,1953-10-13,M,rep,MI,Republican,10.0
10850,Shumway,Norman,David,,,1934-07-28,M,rep,CA,Republican,14.0
10851,Smith,Dennis,Alan,,,1938-01-19,M,rep,OR,Republican,5.0
10852,Smith,Larkin,I.,,,1944-06-26,M,rep,MS,Republican,5.0
10853,Smith,Peter,P.,,,1945-10-31,M,rep,VT,Republican,0.0
10855,Stangeland,Arlan,Ingehart,,,1930-02-08,M,rep,MN,Republican,7.0
10856,Tauke,Thomas,Joseph,,,1950-10-11,M,rep,IA,Republican,2.0
10857,Walgren,Douglas,,,,1940-12-28,M,rep,PA,Democrat,18.0
10858,Wallop,Malcolm,,,,1933-02-27,M,sen,WY,Republican,
10859,Whittaker,Robert,Russell,,,1939-09-18,M,rep,KS,Republican,5.0
10860,Wilson,Pete,,,,1933-08-23,M,sen,CA,Republican,
10861,Wright,James,Claude,Jr.,,1922-12-22,M,rep,TX,Democrat,12.0
10862,Bush,George,Herbert Walker,,,1924-06-12,M,rep,TX,Republican,7.0
10863,Alexander,William,Vollie,Jr.,,1934-01-16,M,rep,AR,Democrat,1.0
10866,Anthony,Beryl,Franklin,Jr.,,1938-02-21,M,rep,AR,Democrat,4.0
10867,Atkins,Chester,Greenough,,,1948-04-14,M,rep,MA,Democrat,5.0
10868,AuCoin,Les,,,,1942-10-21,M,rep,OR,Democrat,1.0
10869,Barnard,Druie,Douglas,Jr.,,1922-03-20,M,rep,GA,Democrat,10.0
10870,Bartlett,Harry,Stephen,,,1947-09-19,M,rep,TX,Republican,3.0
10872,Blaz,Ben,Garrido,,,1928-02-14,M,rep,GU,Republican,0.0
10873,Boren,David,Lyle,,,1941-04-21,M,sen,OK,Democrat,
10874,Bradley,William,Warren,,,1943-07-28,M,sen,NJ,Democrat,
10875,Broomfield,William,S.,,,1922-04-28,M,rep,MI,Republican,18.0
10876,Brown,George,Hanks,,,1940-02-12,M,sen,CO,Republican,
10877,Bruce,Terry,Lee,,,1944-03-25,M,rep,IL,Democrat,19.0
10878,Bustamante,Albert,Garza,,,1935-04-08,M,rep,TX,Democrat,23.0
10879,Byron,Beverly,Barton Butcher,,,1932-07-27,F,rep,MD,Democrat,6.0
10880,Chandler,Rodney,Dennis,,,1942-07-13,M,rep,WA,Republican,8.0
10881,Cohen,William,Sebastian,,,1940-08-28,M,sen,ME,Republican,
10882,Coleman,Earl,Thomas,,,1943-05-29,M,rep,MO,Republican,6.0
10883,Colorado,Antonio,J.,,,1939-09-08,M,rep,PR,Democrat,0.0
10885,Coughlin,Robert,Lawrence,,,1929-04-11,M,rep,PA,Republican,13.0
10886,Cox,John,W.,Jr.,,1947-07-10,M,rep,IL,Democrat,16.0
10887,Dannemeyer,William,Edwin,,,1929-09-22,M,rep,CA,Republican,39.0
10888,Davis,Robert,William,,,1932-07-31,M,rep,MI,Republican,11.0
10889,Dickinson,William,Louis,,,1925-06-05,M,rep,AL,Republican,2.0
10890,Donnelly,Brian,Joseph,,,1946-03-02,M,rep,MA,Democrat,11.0
10891,Downey,Thomas,Joseph,,,1949-01-28,M,rep,NY,Democrat,2.0
10893,Dymally,Mervyn,Malcolm,,,1926-05-12,M,rep,CA,Democrat,31.0
10894,Early,Joseph,Daniel,,,1933-01-31,M,rep,MA,Democrat,3.0
10895,Eckart,Dennis,Edward,,,1950-04-06,M,rep,OH,Democrat,11.0
10896,Edwards,Marvin,Henry,,,1937-07-12,M,rep,OK,Republican,5.0
10897,Erdreich,Ben,,,,1938-12-09,M,rep,AL,Democrat,6.0
10900,Feighan,Edward,Farrell,,,1947-10-22,M,rep,OH,Democrat,19.0
10901,Fuster,Jaime,B.,,,1941-01-12,M,rep,PR,Democrat,0.0
10902,Gaydos,Joseph,Matthew,,,1926-07-03,M,rep,PA,Democrat,20.0
10903,Gore,Albert,Arnold,Jr.,,1948-03-31,M,sen,TN,Democrat,
10904,Gray,William,Herbert,III,,1941-08-20,M,rep,PA,Democrat,2.0
10905,Green,Sedgwick,William,,,1929-10-16,M,rep,NY,Republican,15.0
10906,Guarini,Frank,Joseph,Jr.,,1924-08-20,M,rep,NJ,Democrat,14.0
10907,Hammerschmidt,John,Paul,,,1922-05-04,M,rep,AR,Republican,3.0
10908,Harris,Claude,,Jr.,,1940-06-29,M,rep,AL,Democrat,7.0
10909,Hatcher,Charles,Floyd,,,1939-07-01,M,rep,GA,Democrat,2.0
10910,Hatfield,Mark,Odom,,,1922-07-12,M,sen,OR,Republican,
10913,Hertel,Dennis,Mark,,,1948-12-07,M,rep,MI,Democrat,14.0
10914,Holloway,Clyde,Cecil,,,1943-11-28,M,rep,LA,Republican,8.0
10915,Hopkins,Larry,Jones,,,1933-10-25,M,rep,KY,Republican,6.0
10916,Horn,Joan,Kelly,,,1936-10-18,F,rep,MO,Democrat,2.0
10918,Hubbard,Carroll,,Jr.,,1937-07-07,M,rep,KY,Democrat,1.0
10919,Huckaby,Thomas,Jerald,,,1941-07-19,M,rep,LA,Democrat,5.0
10920,Ireland,Andrew,Poysell,,,1930-08-23,M,rep,FL,Republican,10.0
10921,James,Craig,T.,,,1941-05-05,M,rep,FL,Republican,4.0
10922,Jenkins,Edgar,Lanier,,,1933-01-04,M,rep,GA,Democrat,9.0
10923,Johnston,John,Bennett,Jr.,,1932-06-10,M,sen,LA,Democrat,
10924,Jones,Ben,,,,1941-08-30,M,rep,GA,Democrat,4.0
10926,Jontz,James,Prather,,,1951-12-18,M,rep,IN,Democrat,5.0
10927,Kassebaum,Nancy,Landon,,,1932-07-29,F,sen,KS,Republican,
10928,Kolter,Joseph,Paul,,,1926-09-03,M,rep,PA,Democrat,4.0
10929,Kostmayer,Peter,Houston,,,1946-09-27,M,rep,PA,Democrat,8.0
10930,Lagomarsino,Robert,John,,,1926-09-04,M,rep,CA,Republican,19.0
10932,Lent,Norman,Frederick,,,1931-03-23,M,rep,NY,Republican-Conservative,4.0
10933,Levine,Meldon,Edises,,,1943-06-07,M,rep,CA,Democrat,27.0
10934,Lowery,William,David,,,1947-05-02,M,rep,CA,Republican,41.0
10935,Luken,Charles,J.,,,1951-07-18,M,rep,OH,Democrat,1.0
10936,Madigan,Edward,Rell,,,1936-01-13,M,rep,IL,Republican,15.0
10937,Marlenee,Ronald,Charles,,,1935-08-08,M,rep,MT,Republican,2.0
10938,Martin,David,O’Brien,,,1944-04-26,M,rep,NY,Republican,26.0
10939,Mavroules,Nicholas,James,,,1929-11-01,M,rep,MA,Democrat,6.0
10940,McEwen,Bob,,,,1950-01-12,M,rep,OH,Republican,6.0
10941,McGrath,Raymond,Joseph,,,1942-03-27,M,rep,NY,Republican,5.0
10942,McHugh,Matthew,Francis,,,1938-12-06,M,rep,NY,Democrat,28.0
10943,McMillen,Charles,Thomas,,,1952-05-26,M,rep,MD,Democrat,4.0
10945,Miller,John,Ripin,,,1938-05-23,M,rep,WA,Republican,1.0
10946,Moody,Jim,,,,1935-09-02,M,rep,WI,Democrat,5.0
10947,Morrison,Sidney,Wallace,,,1933-05-13,M,rep,WA,Republican,4.0
10948,Mrazek,Robert,Jan,,,1945-11-06,M,rep,NY,Democrat,3.0
10949,Nagle,David,Ray,,,1943-04-15,M,rep,IA,Democrat,3.0
10950,Nichols,Richard,,,,1926-04-29,M,rep,KS,Republican,5.0
10951,Nowak,Henry,James,,,1935-02-21,M,rep,NY,Democrat,33.0
10952,Nunn,Samuel,Augustus,,,1938-09-08,M,sen,GA,Democrat,
10953,Oakar,Mary,Rose,,,1940-03-05,F,rep,OH,Democrat,20.0
10955,Owens,Douglas,Wayne,,,1937-05-02,M,rep,UT,Democrat,2.0
10956,Patterson,Elizabeth,J.,,,1939-11-18,F,rep,SC,Democrat,4.0
10957,Pease,Donald,James,,,1931-09-26,M,rep,OH,Democrat,13.0
10959,Perkins,Carl,Christopher,,,1954-08-06,M,rep,KY,Democrat,7.0
10960,Pressler,Larry,Lee,,,1942-03-29,M,sen,SD,Republican,
10961,Pryor,David,Hampton,,,1934-08-29,M,sen,AR,Democrat,
10962,Pursell,Carl,Duane,,,1932-12-19,M,rep,MI,Republican,2.0
10963,Ray,Richard,Belmont,,,1927-02-02,M,rep,GA,Democrat,3.0
10964,Rhodes,John,Jacob,III,,1943-09-08,M,rep,AZ,Republican,1.0
10965,Rinaldo,Matthew,John,,,1931-09-01,M,rep,NJ,Republican,7.0
10966,Ritter,Donald,Lawrence,,,1940-10-21,M,rep,PA,Republican,15.0
10967,Roe,Robert,A.,,,1924-02-28,M,rep,NJ,Democrat,8.0
10969,Russo,Martin,Anthony,,,1944-01-23,M,rep,IL,Democrat,3.0
10970,Savage,Gus,,,,1925-10-30,M,rep,IL,Democrat,2.0
10972,Schulze,Richard,Taylor,,,1929-08-07,M,rep,PA,Republican,5.0
10973,Seymour,John,,,,1937-12-03,M,sen,CA,Republican,
10974,Sikorski,Gerald,Edward,,,1948-04-26,M,rep,MN,Democrat,6.0
10975,Simon,Paul,Martin,,,1928-11-29,M,sen,IL,Democrat,
10976,Simpson,Alan,Kooi,,,1931-09-02,M,sen,WY,Republican,
10977,Slaughter,Daniel,French,Jr.,,1925-05-20,M,rep,VA,Republican,7.0
10978,Smith,Lawrence,Jack,,,1941-04-25,M,rep,FL,Democrat,16.0
10979,Solarz,Stephen,Joshua,,,1940-09-12,M,rep,NY,Democrat,13.0
10980,Staggers,Harley,Orrin,Jr.,,1951-02-22,M,rep,WV,Democrat,2.0
10981,Stallings,Richard,Howard,,,1940-10-07,M,rep,ID,Democrat,2.0
10982,Tallon,Robert,Mooneyhan,Jr.,,1946-08-08,M,rep,SC,Democrat,6.0
10983,Thomas,Robert,Lindsay,,,1943-11-20,M,rep,GA,Democrat,1.0
10984,Traxler,Jerome,Bob,,,1931-07-21,M,rep,MI,Democrat,8.0
10985,Udall,Morris,King,,,1922-06-15,M,rep,AZ,Democrat,2.0
10986,Vander Jagt,Guy,Adrian,,,1931-08-26,M,rep,MI,Republican,9.0
10987,Weber,John,Vincent,,,1952-07-24,M,rep,MN,Republican,2.0
10988,Weiss,Theodore,S.,,,1927-09-17,M,rep,NY,Democrat,17.0
10989,Wofford,Harris,,,,1926-04-09,M,sen,PA,Democrat,
10990,Wolpe,Howard,Eliot,III,,1939-11-03,M,rep,MI,Democrat,3.0
10992,Yatron,Gus,,,,1927-10-16,M,rep,PA,Democrat,6.0
10993,Burdick,Jocelyn,Birch,,,1922-02-06,F,sen,ND,Democrat,
10994,Andrews,Michael,Allen,,,1944-02-07,M,rep,TX,Democrat,25.0
10995,Andrews,Thomas,Hiram,,,1953-03-22,M,rep,ME,Democrat,1.0
10996,Applegate,Douglas,Earl,,,1928-03-27,M,rep,OH,Democrat,18.0
10997,Aspin,Leslie,,,,1938-07-21,M,rep,WI,Democrat,1.0
10998,Bacchus,James,,,,1949-06-21,M,rep,FL,Democrat,15.0
10999,Barca,Peter,William,,,1955-08-07,M,rep,WI,Democrat,1.0
11000,Barlow,Thomas,J.,III,,1940-08-07,M,rep,KY,Democrat,1.0
11001,Bentley,Helen,Delich,,,1923-11-28,F,rep,MD,Republican,2.0
11002,Bilbray,James,Hubert,,,1938-05-19,M,rep,NV,Democrat,1.0
11003,Blackwell,Lucien,Edward,,,1931-08-01,M,rep,PA,Democrat,2.0
11004,Brooks,Jack,Bascom,,,1922-12-18,M,rep,TX,Democrat,9.0
11005,Bumpers,Dale,,,,1925-08-12,M,sen,AR,Democrat,
11006,Byrne,Leslie,Larkin,,,1946-10-27,F,rep,VA,Democrat,11.0
11007,Carr,Milton,Robert,,,1943-03-27,M,rep,MI,Democrat,8.0
11008,Coppersmith,Samuel,G.,,,1955-05-22,M,rep,AZ,Democrat,1.0
11009,D’Amato,Alfonse,Marcello,,,1937-08-01,M,sen,NY,Republican,
11010,Darden,George,,,,1943-11-22,M,rep,GA,Democrat,7.0
11011,Derrick,Butler,Carson,Jr.,,1936-09-30,M,rep,SC,Democrat,3.0
11012,Dole,Robert,Joseph,,,1923-07-22,M,sen,KS,Republican,
11014,English,Glenn,Lee,Jr.,,1940-11-30,M,rep,OK,Democrat,6.0
11015,English,Karan,,,,1949-03-23,F,rep,AZ,Democrat,6.0
11016,Espy,Albert,Michael,,,1953-11-30,M,rep,MS,Democrat,2.0
11017,Faircloth,Duncan,McLauchlin,,,1928-01-14,M,sen,NC,Republican,
11018,Fingerhut,Eric,D.,,,1959-05-06,M,rep,OH,Democrat,19.0
11019,Fish,Hamilton,,Jr.,,1926-06-03,M,rep,NY,Republican,19.0
11020,Foley,Thomas,Stephen,,,1929-03-06,M,rep,WA,Democrat,5.0
11021,Ford,Wendell,Hampton,,,1924-09-08,M,sen,KY,Democrat,
11022,Ford,William,David,,,1927-08-06,M,rep,MI,Democrat,13.0
11023,Gallo,Dean,Anderson,,,1935-11-23,M,rep,NJ,Republican,11.0
11025,Glickman,Daniel,Robert,,,1944-11-24,M,rep,KS,Democrat,4.0
11026,Gradison,Willis,David,Jr.,,1928-12-28,M,rep,OH,Republican,2.0
11027,Grandy,Frederick,Lawrence,,,1948-06-29,M,rep,IA,Republican,5.0
11028,Hamburg,Daniel,,,,1948-10-06,M,rep,CA,Democrat,1.0
11029,Henry,Paul,B.,,,1942-07-09,M,rep,MI,Republican,3.0
11030,Hoagland,Peter,D.,,,1941-11-17,M,rep,NE,Democrat,2.0
11031,Hochbrueckner,George,Joseph,,,1938-09-20,M,rep,NY,Democrat,1.0
11032,Huffington,Michael,,,,1947-09-03,M,rep,CA,Republican,22.0
11033,Hughes,William,John,,,1932-10-17,M,rep,NJ,Democrat,2.0
11034,Hutto,Earl,Dewitt,,,1926-05-12,M,rep,FL,Democrat,1.0
11035,Johnson,Clete,Donald,Jr.,,1948-01-30,M,rep,GA,Democrat,10.0
11036,Kempthorne,Dirk,,,,1951-10-29,M,sen,ID,Republican,
11037,Klein,Herbert,C.,,,1930-06-24,M,rep,NJ,Democrat,8.0
11038,Kopetski,Michael,J.,,,1949-10-27,M,rep,OR,Democrat,5.0
11039,Kreidler,Myron,Bradford,,,1943-09-28,M,rep,WA,Democrat,9.0
11040,Krueger,Robert,Charles,,,1935-09-19,M,sen,TX,Democrat,
11041,LaRocco,Larry,,,,1946-08-25,M,rep,ID,Democrat,1.0
11042,Lancaster,H.,Martin,,,1943-03-24,M,rep,NC,Democrat,3.0
11043,Lehman,Richard,Henry,,,1948-07-20,M,rep,CA,Democrat,19.0
11044,Levy,David,A.,,,1953-12-18,M,rep,NY,Republican,4.0
11045,Lewis,Thomas,F.,,,1924-10-26,M,rep,FL,Republican,16.0
11046,Lloyd,Marilyn,Laird,,,1929-01-03,F,rep,TN,Democrat,3.0
11047,Long Thompson,Jill,Lynette,,,1952-07-15,F,rep,IN,Democrat,4.0
11048,Machtley,Ronald,K.,,,1948-07-13,M,rep,RI,Republican,1.0
11049,Mann,David,Scott,,,1939-09-25,M,rep,OH,Democrat,1.0
11050,Margolies-Mezvinsky,Marjorie,,,,1942-06-21,F,rep,PA,Democrat,13.0
11051,Mathews,Harlan,,,,1927-01-17,M,sen,TN,Democrat,
11052,Mazzoli,Romano,Louis,,,1932-11-02,M,rep,KY,Democrat,3.0
11053,McCandless,Alfred,A.,,,1927-07-23,M,rep,CA,Republican,44.0
11054,McCloskey,Francis,Xavier,,,1939-06-12,M,rep,IN,Democrat,8.0
11055,McCurdy,David,Keith,,,1950-03-30,M,rep,OK,Democrat,4.0
11056,McMillan,John,"Alexander, III",,,1932-05-09,M,rep,NC,Republican,9.0
11057,Michel,Robert,Henry,,,1923-03-02,M,rep,IL,Republican,18.0
11058,Moseley Braun,Carol,,,,1947-08-16,F,sen,IL,Democrat,
11059,Murphy,Austin,John,,,1927-06-17,M,rep,PA,Democrat,20.0
11061,Neal,Stephen,Lybrook,,,1934-11-07,M,rep,NC,Democrat,5.0
11062,Packwood,Robert,William,,,1932-09-11,M,sen,OR,Republican,
11063,Panetta,Leon,Edward,,,1938-06-28,M,rep,CA,Democrat,17.0
11064,Penny,Timothy,Joseph,,,1951-11-19,M,rep,MN,Democrat,1.0
11066,Ravenel,Arthur,,Jr.,,1927-03-29,M,rep,SC,Republican,1.0
11067,Ridge,Thomas,Joseph,,,1945-08-26,M,rep,PA,Republican,21.0
11068,Rostenkowski,Daniel,David,,,1928-01-02,M,rep,IL,Democrat,5.0
11069,Rowland,James,Roy,Jr.,,1926-02-03,M,rep,GA,Democrat,8.0
11070,Sangmeister,George,Edward,,,1931-02-16,M,rep,IL,Democrat,11.0
11071,Sarpalius,William,,,,1948-01-10,M,rep,TX,Democrat,13.0
11072,Schenk,Lynn,,,,1945-01-05,F,rep,CA,Democrat,49.0
11073,Sharp,Philip,Riley,,,1942-07-15,M,rep,IN,Democrat,2.0
11074,Shepherd,Karen,,,,1940-07-05,F,rep,UT,Democrat,2.0
11075,Slattery,James,Charles,,,1948-08-04,M,rep,KS,Democrat,2.0
11077,Sundquist,Donald,Kenneth,,,1936-03-15,M,rep,TN,Republican,7.0
11078,Swett,Richard,,,,1957-05-01,M,rep,NH,Democrat,2.0
11079,Swift,Allan,Byron,,,1935-09-12,M,rep,WA,Democrat,2.0
11080,Synar,Michael,Lynn,,,1950-10-17,M,rep,OK,Democrat,2.0
11081,Unsoeld,Jolene,,,,1931-12-03,F,rep,WA,Democrat,3.0
11082,Valentine,Itimous,"Thaddeus, Jr.,",,,1926-03-15,M,rep,NC,Democrat,2.0
11083,Washington,Craig,Anthony,,,1941-10-12,M,rep,TX,Democrat,18.0
11084,Wheat,Alan,Dupree,,,1951-10-16,M,rep,MO,Democrat,5.0
11086,de Lugo,Ron,,,,1930-08-02,M,rep,VI,Democrat,0.0
11087,Abraham,Spencer,,,,1952-06-12,M,sen,MI,Republican,
11088,Ashcroft,John,,,,1942-05-09,M,sen,MO,Republican,
11089,Baker,William,P.,,,1940-06-14,M,rep,CA,Republican,10.0
11090,Beilenson,Anthony,Charles,,,1932-10-26,M,rep,CA,Democrat,24.0
11092,Blute,Peter,I.,,,1956-01-28,M,rep,MA,Republican,3.0
11093,Brewster,William,K.,,,1941-11-08,M,rep,OK,Democrat,3.0
11094,Browder,John,Glen,,,1943-01-15,M,rep,AL,Democrat,3.0
11095,Bryan,Richard,H.,,,1937-07-16,M,sen,NV,Democrat,
11096,Bryant,John,Wiley,,,1947-02-22,M,rep,TX,Democrat,5.0
11097,Bunn,Jim,,,,1956-12-12,M,rep,OR,Republican,5.0
11098,Chafee,John,Hubbard,,,1922-10-22,M,sen,RI,Republican,
11099,Chapman,Jim,,,,1945-03-08,M,rep,TX,Democrat,1.0
11100,Chrysler,Dick,,,,1942-04-29,M,rep,MI,Republican,8.0
11101,Clinger,William,Floyd,Jr.,,1929-04-04,M,rep,PA,Republican,5.0
11102,Coleman,Ronald,D’Emory,,,1941-11-29,M,rep,TX,Democrat,16.0
11103,Collins,Barbara-Rose,,,,1939-04-13,F,rep,MI,Democrat,15.0
11104,Collins,Cardiss,,,,1931-09-24,F,rep,IL,Democrat,7.0
11105,Cooley,Wes,,,,1932-03-28,M,rep,OR,Republican,2.0
11106,Cremeans,Frank,,,,1943-04-05,M,rep,OH,Republican,6.0
11107,Dornan,Robert,Kenneth,,,1933-04-03,M,rep,CA,Republican,46.0
11108,Emerson,Norvell,William,,,1938-01-01,M,rep,MO,Republican,8.0
11109,Fields,Cleo,,,,1962-11-22,M,rep,LA,Democrat,4.0
11110,Fields,Jack,Milton,Jr.,,1952-02-03,M,rep,TX,Republican,8.0
11111,Flanagan,Michael,P.,,,1962-11-09,M,rep,IL,Republican,5.0
11112,Ford,Harold,Eugene,,,1945-05-20,M,rep,TN,Democrat,9.0
11113,Franks,Gary,A.,,,1953-02-09,M,rep,CT,Republican,5.0
11114,Frazer,Victor,O.,,,1943-05-24,M,rep,VI,Independent,0.0
11115,Frisa,Dan,,,,1955-04-27,M,rep,NY,Republican,4.0
11116,Funderburk,David,,,,1944-04-28,M,rep,NC,Republican,2.0
11117,Geren,Preston,M.,,,1952-01-29,M,rep,TX,Democrat,12.0
11119,Gorton,T.,Slade,,,1928-01-08,M,sen,WA,Republican,
11120,Grams,Rod,,,,1948-02-04,M,sen,MN,Republican,
11121,Gunderson,Steven,Craig,,,1951-05-10,M,rep,WI,Republican,3.0
11122,Hancock,Melton,D.,,,1929-09-14,M,rep,MO,Republican,7.0
11123,Hayes,James,Allison,,,1946-12-21,M,rep,LA,Republican,7.0
11124,Heineman,Fred,,,,1929-12-28,M,rep,NC,Republican,4.0
11125,Hoke,Martin,R.,,,1952-05-18,M,rep,OH,Republican,10.0
11126,Jacobs,Andrew,,Jr.,,1932-02-24,M,rep,IN,Democrat,10.0
